,T_ext,T1_L1,T2_L1,T3_L1,T4_L1,T5_L1,T6_L1,T7_L1,T8_L1,T9_L1,H1_L1,H2_L1,H3_L1,H4_L1,H5_L1,H6_L1,H7_L1,H8_L1,H9_L1,P1_L1,P2_L1,P3_L1,P4_L1,P5_L1,P6_L1,P7_L1,P8_L1,P9_L1,T1_L2,T2_L2,T3_L2,T4_L2,T9_L2,H1_L2,H2_L2,H3_L2,H4_L2,H9_L2,P1_L2,P2_L2,P3_L2,P4_L2,P9_L2,T7_L2,H7_L2,P7_L2
2023-12-04 08:00:00,282.5676470588235,296.3264705882353,350.0617647058823,286.96176470588233,273.04954425008344,273.04954425008344,273.04954425008344,265.8676470588235,265.8676470588235,265.8676470588235,474103.4035549291,512936.15477259486,235590.28355213243,235590.28355213243,199754.90947008142,430951.69445020106,199754.90947008142,430951.69445020106,434266.3979473506,2859517.929598728,5229411.764705882,5229411.764705882,3475882.3529411764,3475882.3529411764,3475882.3529411764,2859517.929598728,2859517.929598728,2859517.929598728,267.25588235294117,349.19117647058823,265.8676470588235,,238.50294117647576,465510.0221056123,531013.5506289942,199754.90947008142,,436282.31660335284,1217400.485662125,2859517.929598728,2859517.929598728,,1217400.485662125,238.50294117647056,199754.90947008142,1217400.485662125
2023-12-04 09:00:00,283.3125,295.11249999999995,350.54375,287.8875,273.0399602287267,273.0399602287267,273.0399602287267,265.61249999999995,265.61249999999995,265.61249999999995,472962.1517726312,512711.7146800695,238293.41494788544,238293.41494788544,199731.5379103354,430957.2425641455,199731.5379103354,430957.2425641455,434356.1412450282,2839217.5555920196,5323750.0,5323750.0,3475000.0,3475000.0,3475000.0,2839217.5555920196,2839217.5555920196,2839217.5555920196,267.825,350.78749999999997,265.61249999999995,,238.3812499999985,466135.5718279362,532813.8417670084,199731.5379103354,,436264.400454127,1212219.5000936196,2839217.5555920196,2839217.5555920196,,1212219.5000936196,238.38124999999997,199731.5379103354,1212219.5000936196
2023-12-04 10:00:00,283.3875,298.2625,353.575,286.98125,273.2973065786886,273.2973065786886,273.2973065786886,265.84999999999997,265.84999999999997,265.84999999999997,476352.0103258568,517011.36557715083,235600.65960499278,235600.65960499278,200359.79282696205,430807.1061597949,200359.79282696205,430807.1061597949,434272.66115771054,2858110.4560802802,5246875.0,5246875.0,3498749.9999999995,3498749.9999999995,3498749.9999999995,2858110.4560802802,2858110.4560802802,2858110.4560802802,268.3125,350.93125,265.84999999999997,,238.47499999999997,466551.5181882677,532821.3822667382,200359.79282696205,,436278.219642738,1216209.450623942,2858110.4560802802,2858110.4560802802,,1216209.450623942,238.47499999999997,200359.79282696205,1216209.450623942
2023-12-04 11:00:00,282.8071428571428,298.73571428571427,352.92857142857144,286.85714285714283,273.1716973342886,273.1716973342886,273.1716973342886,265.3285714285714,265.3285714285714,265.3285714285714,477412.6131207446,516626.94258844224,235343.59705907785,235343.59705907785,200052.96556915165,430880.6886465318,200052.96556915165,430880.6886465318,434453.96935506986,2816751.5763422884,5200000.0,5200000.0,3487142.8571428573,3487142.8571428573,3487142.8571428573,2816751.5763422884,2816751.5763422884,2816751.5763422884,267.88571428571424,349.95,265.3285714285714,,238.35000000000267,466213.1643783924,532118.3919457303,200052.96556915165,,436259.76915636397,1210891.6669603838,2816751.5763422884,2816751.5763422884,,1210891.6669603838,238.34999999999997,200052.96556915165,1210891.6669603838
2023-12-04 12:00:00,282.93571428571425,294.7857142857143,349.2,287.3142857142857,273.10199638304005,273.10199638304005,273.10199638304005,266.2,266.2,266.2,471959.4023578468,512049.23137547553,236779.97730537655,236779.97730537655,199882.85419955972,430921.2712750805,199882.85419955972,430921.2712750805,434146.87013024394,2886120.326389932,5211428.571428572,5211428.571428572,3480714.285714286,3480714.285714286,3480714.285714286,2886120.326389932,2886120.326389932,2886120.326389932,268.48571428571427,352.10714285714283,266.2,,238.26428571428423,466844.961399053,533827.760724321,199882.85419955972,,436247.00235473487,1207255.123215552,2886120.326389932,2886120.326389932,,1207255.123215552,238.26428571428568,199882.85419955972,1207255.123215552
2023-12-04 13:00:00,282.9033333333333,294.72999999999996,347.84999999999997,287.37666666666667,272.97111552863714,272.97111552863714,272.97111552863714,265.83666666666664,265.83666666666664,265.83666666666664,472281.333256226,510454.32060677314,236997.78826476305,236997.78826476305,199563.71166685977,430996.9984271905,199563.71166685977,430996.9984271905,434277.3878086478,2857047.368367529,5206666.666666667,5206666.666666667,3468666.666666666,3468666.666666666,3468666.666666666,2857047.368367529,2857047.368367529,2857047.368367529,268.1433333333333,351.46999999999997,265.83666666666664,,238.6366666666763,466290.18857776985,533385.2647010856,199563.71166685977,,436301.786289169,1223112.6644679438,2857047.368367529,2857047.368367529,,1223112.6644679438,238.63666666666666,199563.71166685977,1223112.6644679438
2023-12-04 14:00:00,283.2,296.89166666666665,351.67499999999995,287.46666666666664,273.21166803023357,273.21166803023357,273.21166803023357,265.9833333333333,265.9833333333333,265.9833333333333,474637.48188624246,514290.9021276708,237000.79105092457,237000.79105092457,200150.565197142,430857.3362207129,200150.565197142,430857.3362207129,434225.1314077443,2868757.2826103233,5299166.666666667,5299166.666666667,3490833.333333333,3490833.333333333,3490833.333333333,2868757.2826103233,2868757.2826103233,2868757.2826103233,269.39166666666665,352.075,265.9833333333333,,238.1749999999989,467772.5416658503,533922.8766715595,200150.565197142,,436233.6042959902,1203475.6393348253,2868757.2826103233,2868757.2826103233,,1203475.6393348253,238.17499999999998,200150.565197142,1203475.6393348253
2023-12-04 15:00:00,283.1375,297.80625,352.97499999999997,287.81874999999997,272.9788198665631,272.9788198665631,272.9788198665631,265.2625,265.2625,265.2625,476418.9258437094,515762.0078445337,238110.41291095476,238110.41291095476,199582.48785450435,430992.55791208486,199582.48785450435,430992.55791208486,434476.428672346,2811542.3804472033,5310625.0,5310625.0,3469375.0,3469375.0,3469375.0,2811542.3804472033,2811542.3804472033,2811542.3804472033,268.93125,352.31874999999997,265.2625,,238.35000000000267,467224.7828833425,534595.6682842093,199582.48785450435,,436259.76915636397,1210891.6669603838,2811542.3804472033,2811542.3804472033,,1210891.6669603838,238.34999999999997,199582.48785450435,1210891.6669603838
2023-12-04 16:00:00,283.04999999999995,302.28749999999997,356.6375,286.73749999999995,273.12136727617394,273.12136727617394,273.12136727617394,265.39374999999995,265.39374999999995,265.39374999999995,481363.7324604769,521138.05650120723,235001.15975264122,235001.15975264122,199930.12001896146,430910.01053015294,199930.12001896146,430910.01053015294,434431.700751086,2821897.3020614763,5186875.0,5186875.0,3482500.0000000005,3482500.0000000005,3482500.0000000005,2821897.3020614763,2821897.3020614763,2821897.3020614763,269.17499999999995,351.9375,265.39374999999995,,238.38750000000485,467438.1609861251,534127.1010288411,199930.12001896146,,436265.3252205312,1212485.1956833832,2821897.3020614763,2821897.3020614763,,1212485.1956833832,238.3875,199930.12001896146,1212485.1956833832
2023-12-04 17:00:00,283.08124999999995,295.34999999999997,349.65,285.71875,273.26351898218485,273.26351898218485,273.26351898218485,265.4625,265.4625,265.4625,473393.5137602283,513872.3315196725,232153.0481449096,232153.0481449096,200277.22562206964,430826.9558722731,200277.22562206964,430826.9558722731,434408.090253117,2827332.444911777,5061875.0,5061875.0,3495624.9999999995,3495624.9999999995,3495624.9999999995,2827332.444911777,2827332.444911777,2827332.444911777,267.92499999999995,349.11875,265.4625,,239.0687500000051,465814.56476380967,531181.7681516294,200277.22562206964,,436363.1253710973,1241704.707807748,2827332.444911777,2827332.444911777,,1241704.707807748,239.06874999999997,200277.22562206964,1241704.707807748
2023-12-04 18:00:00,283.2911764705882,294.6264705882353,347.72647058823526,285.6088235294117,273.2790242918021,273.2790242918021,273.2790242918021,264.95,264.95,264.95,473087.27103235637,511819.37072526454,231889.9607871741,231889.9607871741,200315.11305986452,430817.8519292511,200315.11305986452,430817.8519292511,434581.10377720214,2786999.858191534,5032941.176470588,5032941.176470588,3497058.8235294116,3497058.8235294116,3497058.8235294116,2786999.858191534,2786999.858191534,2786999.858191534,268.47941176470584,347.8441176470588,264.95,,238.92058823529428,466444.38766054943,530173.3003579804,200315.11305986452,,436342.36308213684,1235306.1476714476,2786999.858191534,2786999.858191534,,1235306.1476714476,238.9205882352941,200315.11305986452,1235306.1476714476
2023-12-04 19:00:00,283.1875,295.93125,349.99375,285.03125,273.3243206295741,273.3243206295741,273.3243206295741,264.28749999999997,264.28749999999997,264.28749999999997,475250.4866574771,514854.1919122436,230215.41142297268,230215.41142297268,200425.8253815473,430791.2056728203,200425.8253815473,430791.2056728203,434794.650074637,2735489.063564363,4994375.0,4994375.0,3501250.0000000005,3501250.0000000005,3501250.0000000005,2735489.063564363,2735489.063564363,2735489.063564363,269.21875,347.05625,264.28749999999997,,239.16875000000366,467012.07319802366,529755.2163967562,200425.8253815473,,436376.97817439894,1246037.141644279,2735489.063564363,2735489.063564363,,1246037.141644279,239.16875,200425.8253815473,1246037.141644279
2023-12-04 20:00:00,283.0625,298.66249999999997,351.45624999999995,284.7625,273.0806799329322,273.0806799329322,273.0806799329322,263.75,263.75,263.75,478848.45926261955,517085.2316617988,229548.5219546697,229548.5219546697,199830.85052329328,430933.64724966127,199830.85052329328,430933.64724966127,434959.7012975358,2694212.3645313443,4934375.0,4934375.0,3478750.0,3478750.0,3478750.0,2694212.3645313443,2694212.3645313443,2694212.3645313443,269.55625,345.5625,263.75,,239.05000000000405,467411.71078156703,528537.9918522547,199830.85052329328,,436360.5135606397,1240893.6157132527,2694212.3645313443,2694212.3645313443,,1240893.6157132527,239.04999999999998,199830.85052329328,1240893.6157132527
2023-12-04 21:00:00,282.91875,300.70624999999995,354.0,284.375,273.1552487177838,273.1552487177838,273.1552487177838,263.46875,263.46875,263.46875,481381.6248280863,520432.5875344949,228487.0102233895,228487.0102233895,200012.81175778474,430890.28163140145,200012.81175778474,430890.28163140145,435043.1873836684,2672796.7575706746,4889375.0,4889375.0,3485625.0000000005,3485625.0000000005,3485625.0000000005,2672796.7575706746,2672796.7575706746,2672796.7575706746,269.28125,343.89374999999995,263.46875,,239.26250000000672,467015.8236022962,526991.866586116,200012.81175778474,,436389.84744122886,1250108.919334096,2672796.7575706746,2672796.7575706746,,1250108.919334096,239.2625,200012.81175778474,1250108.919334096
2023-12-04 22:00:00,282.5147058823529,295.84999999999997,349.1088235294117,284.83235294117645,273.08786240213874,273.08786240213874,273.08786240213874,264.1088235294117,264.1088235294117,264.1088235294117,475334.5487477398,514275.27787505125,229749.80137969143,229749.80137969143,199848.3717988859,430929.4790726773,199848.3717988859,430929.4790726773,434850.3239282139,2721716.802842495,4938823.529411765,4938823.529411765,3479411.7647058824,3479411.7647058824,3479411.7647058824,2721716.802842495,2721716.802842495,2721716.802842495,269.1264705882353,345.30294117647054,264.1088235294117,,239.29117647059613,466847.76722865837,528059.0014722625,199848.3717988859,,436393.76112976077,1251356.3627465824,2721716.802842495,2721716.802842495,,1251356.3627465824,239.2911764705882,199848.3717988859,1251356.3627465824
2023-12-04 23:00:00,282.28125,296.89374999999995,348.67499999999995,284.325,273.1484742223967,273.1484742223967,273.1484742223967,264.15625,264.15625,264.15625,476471.06109339156,514607.2196020377,228457.82660827844,228457.82660827844,199996.27579435092,430894.22971185716,199996.27579435092,430894.22971185716,434835.62505654566,2725367.441789098,4839375.0,4839375.0,3485000.0,3485000.0,3485000.0,2725367.441789098,2725367.441789098,2725367.441789098,269.16249999999997,345.59999999999997,264.15625,,239.40625000000327,466812.45058716065,528336.1725655275,199996.27579435092,,436409.3584775375,1256371.3685996393,2725367.441789098,2725367.441789098,,1256371.3685996393,239.40624999999997,199996.27579435092,1256371.3685996393
2023-12-05 00:00:00,282.1375,296.46875,348.54999999999995,284.48749999999995,273.0738955644442,273.0738955644442,273.0738955644442,263.95,263.95,263.95,476190.9886675497,514103.65397179336,228846.47196331611,228846.47196331611,199814.30141898396,430937.58267728996,199814.30141898396,430937.58267728996,434899.13525213866,2709517.4753288445,4881250.0,4881250.0,3478125.0,3478125.0,3478125.0,2709517.4753288445,2709517.4753288445,2709517.4753288445,269.2,345.61875,263.95,,239.1250000000074,467020.4101398795,528477.7313513586,199814.30141898396,,436370.9335083259,1244140.3316035436,2709517.4753288445,2709517.4753288445,,1244140.3316035436,239.12499999999997,199814.30141898396,1244140.3316035436
2023-12-05 01:00:00,282.10625,298.575,349.40625,283.98125,273.0535370627613,273.0535370627613,273.0535370627613,263.7125,263.7125,263.7125,478785.7995695524,515299.27816326625,227378.1911280084,227378.1911280084,199764.6469136819,430949.3820595704,199764.6469136819,430949.3820595704,434970.94624715426,2691349.718193204,4859375.0,4859375.0,3476250.0000000005,3476250.0000000005,3476250.0000000005,2691349.718193204,2691349.718193204,2691349.718193204,269.17499999999995,344.84999999999997,263.7125,,239.0687500000051,467030.22085658554,527828.8920221338,199764.6469136819,,436363.1253710973,1241704.707807748,2691349.718193204,2691349.718193204,,1241704.707807748,239.06874999999997,199764.6469136819,1241704.707807748
2023-12-05 02:00:00,281.5029411764706,299.63823529411764,349.5911764705882,283.00882352941176,273.13890870314145,273.13890870314145,273.13890870314145,263.83235294117645,263.83235294117645,263.83235294117645,479861.25000539474,516385.4212957623,224740.3430903648,224740.3430903648,199972.92887613058,430899.80151407875,199972.92887613058,430899.80151407875,434934.8834575116,2700506.7825665623,4755882.352941177,4755882.352941177,3484117.647058823,3484117.647058823,3484117.647058823,2700506.7825665623,2700506.7825665623,2700506.7825665623,269.40294117647056,345.7676470588235,263.83235294117645,,239.12647058824356,467216.679915665,528700.0318448398,199972.92887613058,,436371.1370931557,1244204.0552947163,2700506.7825665623,2700506.7825665623,,1244204.0552947163,239.12647058823526,199972.92887613058,1244204.0552947163
2023-12-05 03:00:00,281.4375,296.275,346.5,283.29375,273.1552487177838,273.1552487177838,273.1552487177838,264.15625,264.15625,264.15625,475770.23339133867,512372.49671519833,225477.22527485073,225477.22527485073,200012.81175778474,430890.28163140145,200012.81175778474,430890.28163140145,434835.62505654566,2725367.441789098,4800625.0,4800625.0,3485625.0000000005,3485625.0000000005,3485625.0000000005,2725367.441789098,2725367.441789098,2725367.441789098,270.325,346.91875,264.15625,,239.26250000000672,468029.91544184147,529691.2480833388,200012.81175778474,,436389.84744122886,1250108.919334096,2725367.441789098,2725367.441789098,,1250108.919334096,239.2625,200012.81175778474,1250108.919334096
2023-12-05 04:00:00,281.2,299.79999999999995,349.0625,282.94374999999997,273.1620223172462,273.1620223172462,273.1620223172462,264.15625,264.15625,264.15625,479739.7013762171,516042.7048681639,224620.99464816292,224620.99464816292,200029.34653028107,430886.33240054396,200029.34653028107,430886.33240054396,434835.62505654566,2725367.441789098,4723125.0,4723125.0,3486249.9999999995,3486249.9999999995,3486249.9999999995,2725367.441789098,2725367.441789098,2725367.441789098,268.375,346.375,264.15625,,239.10000000000556,466233.4246147278,529132.672524447,200029.34653028107,,436367.468281426,1243057.3972998993,2725367.441789098,2725367.441789098,,1243057.3972998993,239.09999999999997,200029.34653028107,1243057.3972998993
2023-12-05 05:00:00,280.71875,300.75,349.72499999999997,282.93125,273.0467490958839,273.0467490958839,273.0467490958839,264.41875,264.41875,264.41875,480556.3827633825,516924.51592814625,224612.87537875253,224612.87537875253,199748.0930124012,430953.3128868706,199748.0930124012,430953.3128868706,434753.2375844677,2745638.182943305,4710000.0,4710000.0,3475625.0,3475625.0,3475625.0,2745638.182943305,2745638.182943305,2745638.182943305,268.91249999999997,346.7125,264.41875,,238.78125000000418,466949.02880451374,529324.2256026155,199748.0930124012,,436322.5789724186,1229310.878928456,2745638.182943305,2745638.182943305,,1229310.878928456,238.78124999999997,199748.0930124012,1229310.878928456
2023-12-05 06:00:00,280.0954545454545,298.7772727272727,347.04090909090905,282.6590909090909,273.0448976759546,273.0448976759546,273.0448976759546,264.35909090909087,264.35909090909087,264.35909090909087,478400.49409466586,514170.35019298515,223914.00139438,223914.00139438,199743.5781036769,430954.3847310876,199743.5781036769,430954.3847310876,434772.1158107165,2741021.534952268,4665454.545454546,4665454.545454546,3475454.545454546,3475454.545454546,3475454.545454546,2741021.534952268,2741021.534952268,2741021.534952268,268.33181818181816,345.52272727272725,264.35909090909087,,239.37727272726738,466020.7552845882,528135.7608358462,199743.5781036769,,436405.44706617424,1255107.119194597,2741021.534952268,2741021.534952268,,1255107.119194597,239.3772727272727,199743.5781036769,1255107.119194597
2023-12-05 07:00:00,278.51666666666665,299.025,344.31666666666666,280.64166666666665,273.1665375526188,273.1665375526188,273.1665375526188,264.0833333333333,264.0833333333333,264.0833333333333,478940.5659106642,512940.1490942979,218591.78006402083,218591.78006402083,200040.369050616,430883.6989408477,200040.369050616,430883.6989408477,434858.2006375559,2719756.1823183727,4440000.0,4440000.0,3486666.6666666665,3486666.6666666665,3486666.6666666665,2719756.1823183727,2719756.1823183727,2719756.1823183727,267.5333333333333,344.7833333333333,264.0833333333333,,239.2083333333402,465346.5785612396,527539.9636259127,200040.369050616,,436382.42577665637,1247755.1411074593,2719756.1823183727,2719756.1823183727,,1247755.1411074593,239.20833333333331,200040.369050616,1247755.1411074593
2023-12-05 08:00:00,278.60999999999996,294.59,340.27666666666664,281.21666666666664,273.1448607917628,273.1448607917628,273.1448607917628,264.7966666666666,264.7966666666666,264.7966666666666,473202.771408593,507344.60970538197,220028.5928041351,220028.5928041351,199987.45612667967,430896.3348843892,199987.45612667967,430896.3348843892,434631.5337016694,2775015.2223473312,4538666.666666666,4538666.666666666,3484666.666666667,3484666.666666667,3484666.666666667,2775015.2223473312,2775015.2223473312,2775015.2223473312,267.83666666666664,346.2633333333333,264.7966666666666,,239.17666666667444,465661.9867449246,528636.1984035844,199987.45612667967,,436378.0693204446,1246380.6018113405,2775015.2223473312,2775015.2223473312,,1246380.6018113405,239.17666666666665,199987.45612667967,1246380.6018113405
2023-12-05 09:00:00,280.34230769230766,294.9807692307692,340.98076923076917,282.05769230769226,273.0775487976538,273.0775487976538,273.0775487976538,264.4423076923077,264.4423076923077,264.4423076923077,474011.4663654079,507453.0031817636,222270.95168033912,222270.95168033912,199823.21262401462,430935.4637437898,199823.21262401462,430935.4637437898,434745.7581051645,2747462.734168255,4618461.538461538,4618461.538461538,3478461.5384615385,3478461.5384615385,3478461.5384615385,2747462.734168255,2747462.734168255,2747462.734168255,267.55769230769226,345.91923076923075,264.4423076923077,,238.99615384615493,465501.55910027813,528494.0810663525,199823.21262401462,,436352.9877101884,1238566.4992880714,2747462.734168255,2747462.734168255,,1238566.4992880714,238.99615384615382,199823.21262401462,1238566.4992880714
2023-12-05 10:00:00,282.97999999999996,296.97999999999996,348.47999999999996,283.41999999999996,273.35881788194786,273.35881788194786,273.35881788194786,264.84999999999997,264.84999999999997,264.84999999999997,475886.87806727807,514609.9986444334,225823.1965817948,225823.1965817948,200510.17294373017,430770.861582306,200510.17294373017,430770.861582306,434614.0620025168,2779179.5013293163,4812000.0,4812000.0,3504444.4444444445,3504444.4444444445,3504444.4444444445,2779179.5013293163,2779179.5013293163,2779179.5013293163,268.67999999999995,347.1944444444444,264.84999999999997,,238.8000000000092,466712.19652539387,529563.6607627037,200510.17294373017,,436325.25576359255,1230116.376892808,2779179.5013293163,2779179.5013293163,,1230116.376892808,238.79999999999998,200510.17294373017,1230116.376892808
2023-12-05 11:00:00,285.5125,297.11875,349.83124999999995,285.06874999999997,273.18910776126586,273.18910776126586,273.18910776126586,264.78125,264.78125,264.78125,476113.1077593393,514661.24481097696,230329.80345533323,230329.80345533323,200095.4737231633,430870.5239725985,200095.4737231633,430870.5239725985,434636.57040156185,2773812.3373612463,4994375.0,4994375.0,3488750.0000000005,3488750.0000000005,3488750.0000000005,2773812.3373612463,2773812.3373612463,2773812.3373612463,267.78749999999997,346.85625,264.78125,,239.14375000000413,465634.39972736826,529256.3506008426,200095.4737231633,,436373.52711646864,1244952.989091865,2773812.3373612463,2773812.3373612463,,1244952.989091865,239.14374999999998,200095.4737231633,1244952.989091865
2023-12-05 12:00:00,285.13235294117646,299.84999999999997,353.2029411764706,285.45,273.09424597343514,273.09424597343514,273.09424597343514,264.2029411764706,264.2029411764706,264.2029411764706,479751.87100312876,518388.2705382948,231417.79014339278,231417.79014339278,199863.94513942188,430925.77294396365,199863.94513942188,430925.77294396365,434821.0985305195,2728964.9827470602,5025882.352941176,5025882.352941176,3480000.0000000005,3480000.0000000005,3480000.0000000005,2728964.9827470602,2728964.9827470602,2728964.9827470602,268.4676470588235,345.43823529411765,264.2029411764706,,239.02647058823905,466368.481309417,528142.0536931064,199863.94513942188,,436357.2295630513,1239876.3279259792,2728964.9827470602,2728964.9827470602,,1239876.3279259792,239.02647058823527,199863.94513942188,1239876.3279259792
2023-12-05 13:00:00,285.31874999999997,293.81874999999997,350.525,286.41875,273.26351898218485,273.26351898218485,273.26351898218485,264.5125,264.5125,264.5125,472606.13862642396,513995.31945412245,234039.66092243054,234039.66092243054,200277.22562206964,430826.9558722731,200277.22562206964,430826.9558722731,434723.3882372134,2752904.4162372607,5170625.0,5170625.0,3495624.9999999995,3495624.9999999995,3495624.9999999995,2752904.4162372607,2752904.4162372607,2752904.4162372607,268.28125,346.9625,264.5125,,238.95625000000388,466230.08474426804,529525.7651234553,200277.22562206964,,436347.3863568068,1236844.0188149544,2752904.4162372607,2752904.4162372607,,1236844.0188149544,238.95624999999998,200277.22562206964,1236844.0188149544
2023-12-05 14:00:00,285.50624999999997,296.66249999999997,354.01874999999995,286.59375,273.3040614261317,273.3040614261317,273.3040614261317,264.75,264.75,264.75,475624.35413845046,517988.45344454545,234529.1365057848,234529.1365057848,200376.30273122314,430803.13276455086,200376.30273122314,430803.13276455086,434646.7610828416,2771375.228613313,5192500.0,5192500.0,3499375.0,3499375.0,3499375.0,2771375.228613313,2771375.228613313,2771375.228613313,269.03749999999997,347.35625,264.75,,239.18125000000254,466828.2587111514,529789.9001892868,200376.30273122314,,436378.700665149,1246579.4790981167,2771375.228613313,2771375.228613313,,1246579.4790981167,239.18124999999998,200376.30273122314,1246579.4790981167
2023-12-05 15:00:00,285.08529411764704,294.3794117647059,351.6205882352941,286.8617647058823,273.25357721324355,273.25357721324355,273.25357721324355,264.45,264.45,264.45,473314.51138663234,514942.85528276616,235316.6192903208,235316.6192903208,200252.93553383494,430832.78854751465,200252.93553383494,430832.78854751465,434743.31275735307,2748058.6982397875,5214117.647058823,5214117.647058823,3494705.882352941,3494705.882352941,3494705.882352941,2748058.6982397875,2748058.6982397875,2748058.6982397875,268.17941176470583,347.0617647058823,264.45,,238.80294117647912,466224.45214506204,529664.8983023817,200252.93553383494,,436325.67524222354,1230242.76485427,2748058.6982397875,2748058.6982397875,,1230242.76485427,238.80294117647057,200252.93553383494,1230242.76485427
2023-12-05 16:00:00,284.13124999999997,295.00624999999997,350.825,286.45,273.13492254276275,273.13492254276275,273.13492254276275,264.64374999999995,264.64374999999995,264.64374999999995,473837.0457475462,515009.9549369893,234361.04598206142,234361.04598206142,199963.20029221562,430902.1224216618,199963.20029221562,430902.1224216618,434681.22095360473,2763100.788002205,5093125.0,5093125.0,3483750.0,3483750.0,3483750.0,2763100.788002205,2763100.788002205,2763100.788002205,268.91875,347.78749999999997,264.64374999999995,,238.95000000000627,466853.2603949566,530296.7404244705,199963.20029221562,,436346.5071747647,1236574.3929424724,2763100.788002205,2763100.788002205,,1236574.3929424724,238.95,199963.20029221562,1236574.3929424724
2023-12-05 17:00:00,282.04375,298.525,349.98749999999995,284.1375,273.0399602287267,273.0399602287267,273.0399602287267,264.23749999999995,264.23749999999995,264.23749999999995,478232.79622277274,515804.8291159498,227794.98303714304,227794.98303714304,199731.5379103354,430957.2425641455,199731.5379103354,430957.2425641455,434810.3110691158,2731629.967949548,4880625.0,4880625.0,3475000.0,3475000.0,3475000.0,2731629.967949548,2731629.967949548,2731629.967949548,268.875,345.53125,264.23749999999995,,239.26875000000553,466616.7421435746,528217.1145554688,199731.5379103354,,436390.70133529505,1250380.7197943367,2731629.967949548,2731629.967949548,,1250380.7197943367,239.26874999999998,199731.5379103354,1250380.7197943367
2023-12-05 18:00:00,280.17499999999995,293.93125,342.31874999999997,282.92499999999995,273.18233774279383,273.18233774279383,273.18233774279383,265.14374999999995,265.14374999999995,265.14374999999995,472081.8941790259,508119.0839495007,224571.58454757906,224571.58454757906,200078.94370828147,430874.4778053121,200078.94370828147,430874.4778053121,434516.5062516601,2802197.651597356,4720625.0,4720625.0,3488125.0,3488125.0,3488125.0,2802197.651597356,2802197.651597356,2802197.651597356,268.72499999999997,348.19374999999997,265.14374999999995,,239.15625000000622,466539.56174526695,530418.1016579138,200078.94370828147,,436375.2536579876,1245494.978320388,2802197.651597356,2802197.651597356,,1245494.978320388,239.15624999999997,200078.94370828147,1245494.978320388
2023-12-05 19:00:00,279.4441176470588,295.84999999999997,342.5617647058823,281.5558823529411,273.25357721324355,273.25357721324355,273.25357721324355,264.5029411764706,264.5029411764706,264.5029411764706,474943.8564239155,509471.28821613966,220869.67657605637,220869.67657605637,200252.93553383494,430832.78854751465,200252.93553383494,430832.78854751465,434726.44198918,2752162.9014362777,4601764.705882353,4601764.705882353,3494705.882352941,3494705.882352941,3494705.882352941,2752162.9014362777,2752162.9014362777,2752162.9014362777,268.96176470588233,346.4676470588235,264.5029411764706,,239.20294117647492,466741.3794401084,529022.2997237976,200252.93553383494,,436381.6848841365,1247521.0074503121,2752162.9014362777,2752162.9014362777,,1247521.0074503121,239.20294117647057,200252.93553383494,1247521.0074503121
2023-12-05 20:00:00,278.63124999999997,298.2125,343.1875,280.69374999999997,273.1620223172462,273.1620223172462,273.1620223172462,263.625,263.625,263.625,478462.53524659894,511609.45471137663,218733.48867241186,218733.48867241186,200029.34653028107,430886.33240054396,200029.34653028107,430886.33240054396,434997.0484384021,2684678.8699303297,4442500.0,4442500.0,3486249.9999999995,3486249.9999999995,3486249.9999999995,2684678.8699303297,2684678.8699303297,2684678.8699303297,269.5125,345.79375,263.625,,239.24375000000046,467252.0581629145,528848.5975449447,200029.34653028107,,436387.28271457175,1249293.7795165917,2684678.8699303297,2684678.8699303297,,1249293.7795165917,239.24374999999998,200029.34653028107,1249293.7795165917
2023-12-05 21:00:00,278.03125,300.6375,344.39374999999995,279.78749999999997,273.1552487177838,273.1552487177838,273.1552487177838,262.89374999999995,262.89374999999995,262.89374999999995,481822.65557258815,513773.000608936,216364.48124496976,216364.48124496976,200012.81175778474,430890.28163140145,200012.81175778474,430890.28163140145,435207.81562835764,2629401.8482571496,4353750.0,4353750.0,3485625.0000000005,3485625.0000000005,3485625.0000000005,2629401.8482571496,2629401.8482571496,2629401.8482571496,269.41875,343.81874999999997,262.89374999999995,,238.97500000000906,467323.46007581835,527253.3581620689,200012.81175778474,,436350.0208782468,1237653.1567705865,2629401.8482571496,2629401.8482571496,,1237653.1567705865,238.97499999999997,200012.81175778474,1237653.1567705865
2023-12-05 22:00:00,277.79375,303.61249999999995,347.67499999999995,279.2,273.0806799329322,273.0806799329322,273.0806799329322,262.5,262.5,262.5,485418.8902248855,517810.41190523957,214805.07098932372,214805.07098932372,199830.85052329328,430933.64724966127,199830.85052329328,430933.64724966127,435315.9262488805,2599984.768964259,4320000.0,4320000.0,3478750.0,3478750.0,3478750.0,2599984.768964259,2599984.768964259,2599984.768964259,269.66875,342.99375,262.5,,238.86875000000538,467629.6182107819,526639.3741430213,199830.85052329328,,436335.0319692002,1233073.2028448756,2599984.768964259,2599984.768964259,,1233073.2028448756,238.86874999999998,199830.85052329328,1233073.2028448756
